verse_no	luc_bat	qn_verse	nom_text
2705	8	Đóng thuyền chực bến kết chài giăng sông.	㨂船直𣷷結𥾒扛滝
2706	6	Một lòng chẳng quảng mấy công,	𠬠𢚸庄管󰋇功
2707	8	Khéo TRONG gặp gỡ cũng trong CHUYỂN vần!	窖𥪝及𫽻拱𥪝轉運
2708	6	Kiều từ gieo xuống duềnh ngân,	翹自招𫴋溋銀
2709	8	Nước xuôi bỗng đã trôi dần TẠN nơi.	渃𣵶俸㐌㵢寅羡尼
2710	6	Ngư ông kéo lưới vớt người,	魚𪪳𢹣䋥𢵼㝵
2711	8	Gẫm lời Tam Hợp rõ mười chẳng ngoa.	𡄎𠳒三合𤑟𨑮庄吪
2712	6	Trên MAI lướt SƯỚT áo là,	𨕭枚洌𣹕襖󰑼
2713	8	Tuy dầm hơi nước chưa loà bóng gương.	雖滛唏渃渚𤍶䏾𦎛
2714	6	Giác Duyên nhìn thật mặt nàng,	𮗓緣𥚆实󰘚娘
2715	8	Nàng còn thiếp thiếp giấc vàng chưa phai.	娘群帖帖聀鐄渚泒
2716	6	Mơ màng phách quế hồn mai,	𢠩恾魄桂魂梅
2717	8	Đạm Tiên thoắt LẠI thấy người ngày xưa.	淡仙脱㐌体㝵𣈜初
2718	6	Rằng: “Tôi đã có lòng chờ,	浪碎㐌󰡏𢚸徐
2719	8	“Mất công ĐÃ mấy năm thừa ở đây.	秩功㐌󰋇𢆥乘扵低
2720	6	“Chị sao phận mỏng ĐỨC dày,	姉牢分蒙󱉎𠫅
2721	8	"""Kiếp này cũng vậy lòng này dễ ai!"	刼尼供丕𢚸尼易埃
2722	6	"""Tấm thành đã thấu đến trời,"	𬌓誠㐌透旦𡗶
2723	8	"""Bán mình là hiếu cứu người là nhân"	半𠇮󰑼孝救㝵󰑼仁
2724	6	“Một MÌNH vì nước vì dân.	𠬠𠇮爲渃爲民
2725	8	“ DƯƠNG công cất một đồng cân đã già.	陽功拮𠬠銅斤㐌𫅷
2726	6	"""Đoạn trường sổ rút tên ra,"	断膓𢼂捽𠸜𦋦
2727	8	“Đoạn trường thơ phải NGHÊNH mà giả nhau.	断膓䜹沛迎麻者饒
2728	8	“Còn nhiều hưởng thụ về LÂU ,	群𡗉享受󰡲耧
2729	8	“ DUYÊN xưa tròn trặn phúc sau dồi dào.”	緣初𧷺陣福𨍦𣼭𩆋
2730	6	Nàng còn ngơ ngẩn biết sao,	娘群魚󰡢別牢
2731	8	Trạc Tuyền! nghe tiếng GỌI vào bên tai.	濯泉𦖑㗂哙𠓨边𦖻
2732	6	Giật mình thoắt tỉnh giấc mai,	秩𠇮脱醒聀枚
2733	8	Bâng khuâng nào đã biết ai mà nhìn.	氷傾芇㐌別埃麻𥚆
2734	6	Trong thuyền nào thấy Đạm Tiên?	冲船芇体淡仙
2735	8	Bên mình chỉ thấy Giác Duyên ngồi kề.	边𠇮只体𮗓緣𡎢掑
2736	6	Thấy nhau mừng rỡ trăm bề,	体饒𢜠焒𤾓皮
2737	8	Dọn thuyền mới rước nàng về thảo lư.	扽船買逴娘󰡲草蘆
2738	6	Một nhà chung chạ sớm trưa,	𠬠茹終乍󰉚𬁑
2739	8	Gió trăng mát mặt muối dưa chay lòng.	𫗄𦝄沫󰘚㙁𦯬斎𢚸
2740	6	TƯ bề bát ngát mênh mông,	𦊛皮八𠯪溟濛
2741	8	Triều dâng hôm sớm mây lồng trước sau.	朝𤼸𣋚𣌋𫡮竜畧娄
2742	6	Nạn xưa trút sạch làu làu,	𮥷初淬泟漏漏
2743	8	Duyên xưa chưa dễ biết đâu chốn này.	緣初渚易別󰠲准尼
2744	6	Nỗi nàng tai nạn đã đầy,	浽娘灾𮥷㐌苔
2745	8	Nỗi chàng Kim Trọng bấy chầy mới thương.	浽払金重闭迡買傷
2746	6	Từ ngày muôn dặm PHÙ tang,	自𣈜𬮙埮持䘮
2747	8	Nửa năm ở đất Liêu Dương lại nhà.	姅𢆥扵坦遼楊吏茹
2748	6	Vội sang vườn Thuý dò la,	倍𨖅園翠𢲛󰑼
2749	8	Nhìn PHONG CẢNH CŨ nay đà khác xưa.	𥚆風景󱀄󰅒它恪初
2750	6	Đầy vườn cỏ mọc lau thưa,	苔園𦹵木𦰤䜹
2751	8	Song trăng quạnh quẽ vách mưa rã rời.	窻𦝄瓊𡎝壁湄也淶
2752	6	TRƯỚC sau nào thấy bóng người,	畧娄芇体䏾㝵
2753	8	Hoa đào năm ngoái còn cười gió đông.	花桃𢆥外群唭𫗄東
2754	6	XẬP xè én LẠNH lầu không,	士󰡴燕冷󰜑空
2755	8	Cỏ LAN mặt đất rêu phong dấu giày.	𦹵𬅉󰘚坦𦼔封𨁪𩌂
2756	6	Cuối tường gai góc mọc đầy,	𡳳墻核㭲木苔
2757	8	Đi về này những LỐI này năm xưa.	𠫾󰡲尼仍𫮇尼𢆥㧅
2758	6	Chung quanh LẠNH NHẴN như tờ,	冬觥冷眼如詞
2759	8	Nỗi niềm tâm sự bây giờ hỏi ai?	浽念心事悲除𠳨埃
2760	6	LÁNG GIỀNG có kẻ sang chơi,	郎盈󰡏几𨖅󱉁
2761	8	Lân la sẽ hỏi một hai sự tình.	燐󰑼仕𠳨𠬠𠄩事情
2762	6	Hỏi ông ông mắc tụng đình,	𠳨翁翁默訟庭
2763	8	Hỏi nàng nàng đã bán mình chuộc cha.	𠳨娘娘㐌半𠇮贖吒
2764	6	Hỏi nhà nhà đã dời xa,	𠳨茹茹㐌移賒
2765	8	Hỏi chàng Vương QUAN cùng là Thuý Vân.	𠳨払王󰞹拱󰑼翠雲
2766	6	Đều NAY sa sút khó khăn,	調尼沙卒庫巾
2767	8	THUÊ MAY BÁN VIẾT kiếm ăn lần hôi.	税埋半曰劍咹吝回
2768	6	Điều đâu sét đánh lưng trời,	調󰠲𩂶打𦝄𡗶
2769	8	THOẠT nghe chàng THOẮT rụng rời xiết bao.	脱𦖑払脱拥移掣包
2770	6	Vội han di trú nơi nao,	倍嘆移住尼芇
2771	8	Đánh đường chàng mới tìm vào tạn nơi.	打塘払買尋𠓨羡尼
2772	6	Nhà tranh vách đất tả tơi,	茹棦壁坦左哉
2773	8	Lau treo rèm nát trúc gài phên thưa.	𦰤撩簾󰞺竹掑𤗹䜹
2774	6	Một sân đất cỏ dầm mưa,	𠬠𡑝坦𦹵滛湄
2775	8	Càng ngao ngán nỗi càng ngơ ngẩn dường.	強嗷喭浽強魚󰡢󰟯
2776	8	Đánh liều lên tiếng NGOÀI TƯỜNG .	打料𨖲㗂外墻
2777	8	Chàng Vương nghe tiếng vội vàng CHẠY ra.	払王𦖑㗂倍傍𧼋𦋦
2778	6	Dắt tay vội rước vào nhà,	𢴑𢬣倍逴𠓨茹
2779	8	Mé sau viên ngoại ông bà ra ngay.	𠃅楼員外𪪳󰜏𦋦𣦍
2780	6	Khóc than kể hết niềm tây:	哭嘆計歇念西
2781	8	"""Chàng ôi biết nỗi nước này cho chưa?"	払喂別浽渃尼朱渚
2782	6	"""Kiều nhi phận mỏng như tờ,"	翹兒分蒙如詞
2783	8	"""Một lời đã lỗi tóc tơ với chàng."	𠬠𠳒㐌𰦫󰖥絲貝払
2784	6	"""Gặp cơn gia biến lạ dường,"	及干家变𨔍󰟯
2785	8	"""Bán mình nó phải tìm đường cứu cha."	半𠇮奴沛尋塘救吒
2786	6	"""Dùng dằng khi bước chân ra,"	用孕欺𨀈蹎𦋦
2787	8	"""Cực trăm nghìn nỗi dặn ba bốn lần."	極𤾓𠦳浽吲𠀧𦊚吝
2788	6	"""Trót lời nặng với lang quân,"	律𠳒󰠱貝郎君
2789	8	"""Mượn con em nó Thuý Vân thay lời."	摱昆㛪奴翠雲咍𠳒
2790	6	"""Gọi là giả chút nghĩa người,"	哙󰑼者󰡑󰒂㝵
2791	8	"""Sầu này dặc dặc muôn đời chưa quên."	愁尼弋弋𬮙𠁀渚悁
2792	6	"""Kiếp này duyên đã phụ duyên,"	刼尼緣㐌負緣
2793	8	“Dạ đài còn biết sẽ đền LAI sinh.	夜臺群別仕填耒生
2794	6	"""Mấy lời ký chú đinh ninh,"	󰋇𠳒記註叮嚀
2795	8	"""Ghi lòng để dạ cất mình ra đi."	𥱬𢚸低胣拮𠇮𦋦𠫾
2796	6	"""Phận sao bạc mấy Kiều nhi!"	分牢泊󰋇娇兒
2797	8	“Chàng Kim về đó con thì Ở đâu?”	払金󰡲妬昆時扵󰠲
2798	6	Ông bà càng nói càng đau,	𪪳婆強呐強𤴬
2799	8	Chàng càng nghe nói càng rầu như dưa.	払強𦖑呐強油如𦯬
2800	6	Vật mình GÀO gió tuôn mưa,	物𠇮咆𫗄𣻆湄
2801	8	Dầm dề giọt ngọc THẪN thờ hồn mai.	滛提湥玉引蜍魂梅
2802	6	Đau đòi đoạn ngất đòi thôi,	𤴬隊段𤴪隊催
2803	8	Tỉnh ra lại khóc khóc rồi lại mê.	醒𦋦吏哭哭耒吏迷
2804	6	Thấy chàng đau nỗi biệt ly,	体払𤴬浽别󰡞
2805	8	Nhịn ngừng ông mới vỗ về TỚI khuyên:	忍𪟽𪪳買撫󰡲吏-
2806	6	“Bây GIỜ ván đã đóng thuyền,	碑徐板㐌㨂船
2807	8	"""Đã đành phận bạc khôn đền tình chung."	㐌停分泊坤填情鍾
2808	6	"""Quá thương chút nghĩa đèo bòng."	过傷𡮍󰒂岹蓬
2809	8	“Nghìn vàng thân ấy THÌ hòng bỏ sao?”	𠦳鐄身𧘇時哄補牢
2810	6	Dỗ dành khuyên giải trăm chiều,	𠴗停勸觧𤾓朝
2811	8	Lửa phiền KHÔN dập càng khêu mối phiền.	焒煩坤摺強挑䋦煩
2812	8	Thề xưa giở đến kim HOÀN ,	誓初󰇥旦金環
2813	8	Của xưa lại giở đến đàn ĐẾN hương.	𧵑初吏󰇥旦弹貝香
2814	6	Sinh càng trông thấy càng thương,	生強𬂙体強傷
2815	8	Gan càng tức tối ruột càng xót xa.	肝強息𣋁𫆧強㤕車
2816	6	Rằng: “Tôi TRÓT quá chân ra,	浪碎卒过真𦋦
2817	8	"""Để cho đến nỗi trôi hoa dạt bèo."	底朱旦浽㵢花戞䕯
2818	6	"""Cùng nhau thề thốt đã nhiều"	拱饒誓説㐌𡗉
2819	8	"""Những điều vàng đá phải điều nói không!"	仍調鐄𥒥沛調呐空
2820	6	"""Chưa chăn gối cũng vợ chồng,"	渚𧜖𫋻拱𡞕𫯳
2821	8	“Lòng nào mà nỡ dứt lòng cho ĐANG .	𢚸芇麻女𢴑𢚸朱當
2822	6	"""Bao nhiêu của mấy ngày đường,"	包饒𧵑󰋇𣈜塘
2823	8	"""Còn tôi tôi một gặp nàng mới thôi."""	群碎碎𠬠吸娘買催
2824	6	Nỗi thương nói chẳng hết lời,	浽傷呐󰝸歇𠳒
2825	8	Tạ từ sinh mới sụt sùi trở ra.	謝辞生買湥洡跙𦋦
2826	6	Vội về sửa chốn vườn hoa,	倍󰡲所准園花
2827	8	Rước mời viên ngoại ông bà cùng sang.	連𠶆員外𪪳󰜏拱𨖅
2828	6	Thần hôn chăm chút lễ thường,	晨昏針拙礼常
2829	8	Dưỡng thân thay tấm lòng nàng ngày xưa.	养親台𬌓𢚸娘𣈜初
2830	8	Đinh ninh mài lệ chép THƠ ,	叮咛埋湥劄詩
2831	8	Cắt người tìm TÕI đưa tờ nhắn nhe.	割㝵尋隊迻詞𠴍㖇
2832	6	Biết bao công mượn của thuê,	別包功摱𧵑税
2833	8	Lâm tri mấy độ đi về dặm khơi.	臨淄󰋇度𠫾󰡲埮𣾺
2834	6	Người một nơi hỏi một nơi,	㝵𠬠尼𠳨𠬠尼
2835	8	Mênh mông nào biết bể trời nơi nao?	溟濛芇別𣷭𡗶尼芇
2836	6	Sinh càng thảm thiết khát khao,	生強惨切渴滈
2837	8	Như nung gan sắt như bào lòng son.	如燶肝鉄如鉋𢚸𣘈
2838	8	Ruột tằm ngày một héo DON .	𫆧蟳𣈜𠬠𤉗𤈊
2839	8	Tuyết sương ngày một hao MÒN hình ve.	雪霜𣈜𠬠耗𤷱𠇮蟡
2840	6	Thẩn THƠ lúc tỉnh lúc mê,	矧䜹六醒六迷
2841	8	Máu theo nước mắt HỒN lìa chiêm bao.	𧖱蹺渃𬑉魂󰡞占包
2842	6	Xuân huyên lo sợ xiết bao,	椿萱𢗼𢜝掣包
2843	8	Quá ra khi đến thế nào mà hay!	过𦋦欺旦世芇麻咍
2844	6	Vội vàng sắm sửa chọn ngày,	倍鐄懺所𪮙𣈜
2845	8	Duyên Vân sớm đã TÍNH dây cho chàng.	緣雲󰉚㐌併𦀊朱払
2846	6	Người yểu điệu kẻ văn chương,	㝵窈窕几文章
2847	8	Trai tài gái sắc xuân đương KỊP thì.	𤳇才𡛔色春登及時
2848	6	DẪU rằng vui chữ vu quy,	唒浪𢝙𡦂手歸
2849	8	Vui này đã cất sầu kia được nào!	𢝙尼㐌拮愁箕特芇
2850	6	Khi ăn ở lúc ra vào,	欺咹扵六𦋦𠓨
2851	8	Càng âu duyên mới càng dào tình xưa.	強欧緣買強𩆋情初
2852	6	Nỗi nàng nhớ đến bao giờ,	浽娘女旦包徐
2853	8	Tuôn châu đòi trận vò tơ trăm vòng.	𣻆珠隊陣紆絲𤾓妄
2854	6	Có khi vắng vẻ HƯƠNG phòng,	󰡏欺永𨤔香房
2855	8	Đốt lò hương giở phím đồng ngày xưa.	炪炉香󰇥泛桐𣈜初
2856	6	Bẻ bai rẩu rĩ tiếng tơ,	𢯏𢴾油𠯇㗂絲
2857	8	Trầm bay nhạt khói gió đưa lay rèm	沉󰆟𤁕𤌋𫗄迻𢯦簾
2858	8	Dường như bên CHÁI, TRƯỚC thềm ,	󰟯如边屋𫏾㙴
2859	8	Tiếng Kiều đồng vọng bóng xiêm mơ màng.	㗂嬌同望䏾襜𢠩恾
2860	6	Bởi lòng tạc đá ghi vàng,	𪽝𢚸𮢶𥒥𥱬鐄
2861	8	Tưởng nàng nên lại thấy nàng về đây.	想娘𢧚吏体娘󰡲低
2862	6	Những là phiền muộn đêm ngày,	仍󰑼煩闷店𣈜
2863	8	Xuân thu biết đã đổi thay mấy lần?	春秋別㐌对咍󰋇吝
2864	6	CHẾ khoa gặp hội trường văn,	制科及会塲文
2865	8	Vương Kim cùng chiếm bảng xuân một ngày.	王金拱占榜春𠬠𣈜
2866	6	Cửa trời rộng mở đường mây,	𫔳𡗶𢌌𨷑塘𫡮
2867	8	Hoa chào ngõ hạnh hương bay dặm phần.	花嘲𡉦杏香𠖤埮枌
2868	8	Chàng Vương nhớ đến XA GẦN ,	払王女旦𧵆賒
2869	8	Sang nhà Chung lão tạ ơn chu tuyền.	𨖅茹終老謝恩周旋
2870	6	Tình xưa ơn giải nghĩa đền,	情初恩者󰒂填
2871	8	Gia thân bèn mới kết duyên Châu Trần.	加親卞買結緣朱陳
2872	6	CHÀNG CÀNG nhẹ bước thanh vân,	払強珥𨀈青雲
2873	8	Nỗi nàng càng nghĩ xa gần càng thương.	浽娘強𪟽賒𧵆强傷
2874	6	Ấy ai dặn ngọc thề vàng,	意埃吲玉誓鐄
2875	8	Bây giờ Kim mã Ngọc đường với ai?	碑徐金馬玉堂貝埃
2876	6	Ngọn bèo chân sóng lạc loài,	𦰟䕯蹎㳥落𩑛
2877	8	Nghĩ mình vinh hiển thương người lưu ly.	𢪀𠇮荣顕傷㝵流󰡞
2878	6	Vâng ra ngoại nhậm Lâm- tri,	𠳐𦋦外任臨淄
2879	8	Quan sơn nghìn DẶM thê nhi một đoàn.	䦕山𠦳埮妻兒𠬠团
2880	6	Cầm đường ngày tháng thanh nhàn,	琹堂𣈜𣎃清𫔮
2881	8	Sớm khuya tiếng hạc tiếng đàn tiêu dao.	󰉚𣅘㗂䳽㗂弹逍遙
2882	6	Phòng xuân trướng rủ hoa đào,	房春帳𢷀花桃
2883	8	Nàng Vân nằm bỗng chiêm bao thấy nàng.	娘雲𦣰俸占包体娘
2884	6	Tỉnh ra mới rỉ cùng chàng,	醒𦋦買𠯇拱払
2885	8	Nghe lời chàng cũng hai đường tin nghi.	𦖑𠳒払拱𠄩塘信𪟽
2886	6	Nọ Lâm thanh với Lâm tri,	怒臨清貝臨淄
2887	8	Khác nhau một chữ hoặc khi có lầm.	恪饒𠬠𡦂或欺󰡏啉
2888	6	Trong cơ thanh khí tương tầm,	𥪝机声氣相尋
2889	8	Ở đây hoặc có giai âm chăng là?	扵低或固佳音庄󰑼
2890	6	Thăng đường chàng mới hỏi tra,	升堂払買𠳨查
2891	8	Họ Đô có kẻ lại già thưa lên:	户都󰡏几吏𫅷䜹𨖲
2892	6	“Sự này đã ngoại THẬP niên,	事尼㐌外十年
2893	8	"""Tôi đà biết mặt biết tên rành rành."	碎它別󰘚別𠸜冷冷
2894	6	"""Tú bà cùng Mã Giám sinh,"	秀󰜏拱馬監生
2895	8	"""Đi mua người ở Bắc Kinh đưa về."	𠫾摸㝵扵北京迻󰡲
2896	6	"""Thuý Kiều tài sắc ai bì!"	翠翹才色埃皮
2897	8	"""Có nghề đàn lại đủ nghề văn thơ."	󰡏芸弹吏覩芸文䜹
2898	6	"""Kiên trinh chẳng phải gan vừa,"	坚貞拯沛肝皮
2899	8	“Liều mình thế ấy phải LỪA thế kia.	料𠇮世𧘇沛欺世箕
2900	6	"""Phong trần chịu đã ê chề,"	風塵𠹾㐌𠲖痆
2901	8	"""Dây duyên sau lại gả về Thúc lang."	𦀊緣𡢐吏嫁󰡲束郎
2902	6	"""Phải tay vợ cả phũ phàng,"	沛𢬣𡞕奇負傍
2903	8	"""Bắt về Vô Tích toan đường bẻ hoa."	扒󰡲無錫筭塘𢯏花
2904	6	"""Dứt mình nàng phải trốn ra,"	𢴑𠇮娘沛遁𦋦
2905	8	"""Chẳng may lại gặp một nhà Bạc kia."	󰝸埋吏及𠬠茹泊箕
2906	6	"""Thoắt buôn về thoắt bán đi,"	脱奔𧗱脱半𠫾
2907	8	"""Mây trôi bèo nổi thiếu gì là nơi!"	𫡮㵢䕯浽少之󰑼尼
2908	6	"""Bỗng đâu lại gặp một người,"	俸󰠲吏及󰜋㝵
2909	8	“Hơn người trí dũng NGHIÊNG trời uy linh.	欣㝵知勇迎𡗶威灵
2910	6	“Trong tay MUÔN vạn tinh binh,	𥪝𢬣𬮙萬精兵
2911	8	"""Kéo về đóng chật một thành Lâm Tri."	𢹣󰡲埬秩𠬠城臨淄
2912	6	"""Tóc tơ các tích mọi khi,"	󰖥絲各跡每期
2913	8	“Oán thì GIẢ oán ân thì GIẢ ân.	怨時者怨恩時者恩
2914	6	"""Đã nên có nghĩa có nhân,"	㐌𢧚󰡏󰒂󰡏仁
2915	8	"""Trước sau trọn vẹn xa gần ngợi khen."	畧娄論院賒𧵆𬢱𠸦
2916	6	"""Chưa tường được họ được tên,"	渚詳特户特𠸜
2917	8	"""Sự này hỏi Thúc sinh viên mới tường."""	事尼𠳨束生員買詳
2918	6	Nghe lời Đô nói rõ ràng,	𦖑𠳒都呐𤑟𤉜
2919	8	Tức thì ĐƯA thiếp mời chàng Thúc sinh.	卽時迎帖𨑮払束生
2920	6	NỖI nàng hỏi hết phân minh,	浽娘𠳨歇分明
2921	8	Chồng con đâu tá tính danh là gì.	𫯳昆󰠲些姓名󰑼之
2922	6	Thúc rằng: “Gặp lúc LƯU ly,	束浪及六流󰡞
2923	8	“Trong QUÂN tôi hỏi thiếu gì tóc tơ.	冲軍碎𠳨少之󰖥絲
2924	6	"""Đại vương tên Hải họ Từ,"	大王𠸜海户徐
2925	8	"""Đánh quen trăm trận sức dư muôn người."	打悁𤾓陣飭餘𬮙㝵
2926	6	"""Gặp nàng ngày ở châu Thai,"	﨤娘時扵州台
2927	8	"""Lạ gì quốc sắc thiên tài phải duyên."	𨔍之囯色天才沛緣
2928	6	"""Vẫy vùng trong bấy nhiêu niên,"	浘漨𥪝闭饒年
2929	8	"""Làm nên động địa kinh thiên đùng đùng."	爫𢧚動地󰟹天同同
2930	6	"""Đại quân đồn đóng cõi Đông,"	大軍屯埬𡎝東
2931	8	"""Về sau chẳng biết vân mồng làm sao?"""	󰡲𨍦庄別雲夢爫牢
2932	6	Nghe tường ngành ngọn tiêu hao,	𦖑詳梗𦰟消耗
2933	8	Lòng riêng chàng luống lao đao THẪN thờ.	𢚸貞払𡏡劳刀󰡪蜍
2934	6	Xót thay chiếc lá bơ vơ,	㤕台隻𦲿𠀧爲
2935	8	Kiếp trần biết rũ bao giờ cho XONG ?	刼尘別𢷀包徐朱垂
2936	8	Hoa trôi nước , NƯỚC xuôi dòng,	花㵢渃渃𣵶𣳔
2937	8	Xót thân chìm nổi đau lòng hợp tan!	㤕身沉浽𤴬𢚸合散
2938	6	Lời xưa đã lỗi muôn vàn,	𠳒初㐌𰦫𰿘萬
2939	8	Mảnh GƯƠNG còn đó phím đàn còn đây.	𤗖𦎛群妬泛弹群低
2940	6	Đàn cầm khéo ngẩn ngơ dây,	弹琴窖謹魚𦀊
2941	8	LỬA hương biết có kiếp này nữa thôi?	󰌎香別古刼尼女催
2942	6	Bình bồng còn chút xa xôi,	萍蓬群㤕賒吹
2943	8	Đỉnh chung sao nỡ ăn ngồi CHO an!	󰞈鍾牢女咹𡎢朱安
2944	6	Rắp mong treo ấn từ quan,	㕸蒙撩印辞官
2945	8	Mấy sông cũng lội mấy ngàn cũng pha.	󰋇滝拱󰋞󰋇岸拱坡
2946	6	Dấn mình trong áng can qua,	𤄱𠇮𥪝󰠨干戈
2947	8	Vào sinh ra tử hoạ là thấy nhau.	𠓨生𦋦死禍󰑼体饒
2948	6	Nghĩ điều trời THẲM vực sâu,	𢪀調𡗶沱域溇
2949	8	Bóng chim tăm cá biết đâu mà nhìn!	䏾𪀄沁󰠩別󰠲麻𥚆
2950	6	NHỮNG là nấn ná đợi tin,	仙󰑼赧那待信
2951	8	Nắng mưa biết đã mấy phen đổi dời?	𪱆湄別㐌󰋇畨対移
2952	6	Năm mây bỗng thấy chiếu trời,	𠄼𫡮俸体詔𡗶
2953	8	Khâm ban sắc chỉ đến nơi rành rành:	欽頒勅旨旦尼伶伶
2954	6	Kim thì cải nhậm Nam Bình,	金時改任南平
2955	8	Chàng Vương cũng cải nhậm thành HOÀI Dương.	払王拱改任城淮陽
2956	6	Sắm xanh xe ngựa vội vàng,	懺生車馭倍鐄
2957	8	Hai nhà cũng thuận một đường phó quan.	𠄩茹拱順𠬠塘赴官
2958	6	Xảy nghe thế giặc đã tan,	侈𦖑势賊㐌散
2959	8	Sóng êm Phúc Kiến LỬA tàn CHIẾT GIANG .	㳥淹福建󰌎殘浙江
2960	6	Được tin Kim mới rủ Vương.	特信金買𫫵王
2961	8	Tiện đường cùng lại tìm nàng sau xưa.	便塘拱吏尋娘搂㧅
2962	6	Hàng Châu đến đó BÂY giờ,	杭州旦妬碑徐
2963	8	Thật tin hỏi được tóc tơ rành rành.	实信𠳨特󰖥絲伶伶
2964	6	"Rằng: ""Ngày hôm nọ giao binh,"	浪𣈜󰉚怒交兵
2965	8	Thất cơ Từ đã thu linh trận tiền.	失机徐㐌收灵陣前
2966	6	Nàng Kiều công cả chẳng đền,	娘娇功奇庄填
2967	8	Lệnh QUÂN lại bắt ép duyên thổ tù.	令軍吏扒押緣土酋
2968	6	Nàng đà gieo ngọc chìm châu,	娘它招玉沉珠
2969	8	Sông Tiền Đường đó ấy mồ hồng nhan.	滝錢塘妬意墓紅顔
2970	6	Thương ôi! Không hợp mà tan,	傷喂空合麻散
2971	8	Một nhà vinh hiển riêng oan một nàng!	𠬠茹荣顕貞寃𠬠娘
2972	6	Chiêu hồn thiết vị lễ thường,	招魂設位礼常
2973	8	Giải oan lập một đàn tràng bên sông.	觧寃立𠬠𡊨場边滝
2974	6	Ngọn triều non bạc trùng trùng,	𦰟潮𡽫泊重重
2975	8	VỜI trông còn tưởng cánh hồng lúc gieo.	渭𬂙群想𦑃鴻𣅶招
2976	6	Tình thâm biển thảm lạ điều,	情深变惨𨔍調
2977	8	Nào hồn tinh vệ biết theo chốn nào?	芇魂精󰡲別蹺准芇
2978	6	Cơ duyên đâu bỗng lạ sao,	机緣󰠲俸𨔍𫳵
2979	8	Giác Duyên đâu bỗng tìm vào đến NƠI .	𮗓緣󰠲俸尋𠓨旦巴
2980	6	Trông lên linh vị chữ bài,	𬂙𨖲灵位𡦂排
2981	8	CHỢT kinh mới hỏi: “Những người đâu ta?	秩󰟹買𠳨仍㝵󰠲些
2982	6	"""Với nàng thân thích gần xa,"	貝娘親戚𧵆賒
2983	8	“Người còn sao bỗng làm ma KHÓC người?”	㝵群牢俸爫魔哭㝵
2984	6	Nghe tin NGƠ NGÁC rụng rời,	𦖑信如楽𣳔涞
2985	8	Xúm quanh kể họ rộn lời hỏi tra:	森觥計户遁𠳒𠳨查
2986	6	"""Này chồng này mẹ này cha,"	尼𫯳尼媄尼吒
2987	8	"""Này là em ruột này là em dâu."	尼󰑼㛪𫆧尼󰑼㛪妯
2988	6	"""Thật tin nghe đã bấy lâu,"	实信𦖑㐌闭𥹰
2989	8	"""Pháp sư dạy thế sự đâu lạ dường!"""	法師𠰺世事󰠲𨔍󰟯
2990	8	Sư rằng: “ NHÂN quả với nàng,	師浪固果貝娘
2991	8	"""Lâm Tri buổi trước Tiền Đường buổi sau."	臨淄𣇜畧錢塘𣇜娄
2992	8	“Khi nàng gieo ngọc ĐÁY SÂU ,	欺娘招玉底溇
2993	8	“Đón THEO tôi đã gặp nhau rước về.	迍蹺碎㐌及僥逴𧗱
2994	6	"""Cùng nhau nương cửa Bồ đề,"	共僥娘𫔳菩提
2995	8	"""Thảo am đó cũng gần kề chẳng xa."	草庵妬拱𧵆掑庄賒
